,rank,year,contract_start,contract_end,contract_length,age,games,war,league_r,bats_r,throws_r,team_sr,team_pr,position_r,ts_mil,as_mil,clusters,cluster
89,21,2021,2012,2021,10,41,24,-0.7,0,0,0,12,12,10,240.0,30.0,0,light pink
90,21,2021,2012,2021,10,41,85,0.0,1,0,0,12,13,10,240.0,0.0,0,light pink
91,21,2014,2014,2023,10,31,157,6.3,0,1,0,23,23,10,240.0,24.0,0,light pink
92,21,2015,2014,2023,10,32,156,3.5,0,1,0,23,23,10,240.0,24.0,0,light pink
93,21,2016,2014,2023,10,33,161,7.3,0,1,0,23,23,10,240.0,24.0,0,light pink
94,21,2017,2014,2023,10,34,150,2.9,0,1,0,23,23,10,240.0,24.0,0,light pink
95,21,2018,2014,2023,10,35,80,3.4,0,1,0,23,23,10,240.0,12.258065,0,light pink
96,21,2019,2014,2023,10,36,107,0.6,1,1,0,23,17,10,240.0,24.0,0,light pink
97,21,2020,2014,2023,10,37,49,1.1,1,1,0,23,17,10,240.0,24.0,0,light pink
98,21,2022,2014,2023,10,39,12,-0.5,1,1,0,23,17,10,240.0,0.0,0,light pink
99,21,2022,2014,2023,10,39,12,-0.5,1,1,0,23,22,10,240.0,0.561538,0,light pink
100,21,2022,2014,2023,10,39,9,-0.4,1,1,0,23,1,10,240.0,0.0,0,light pink
101,23,2014,2014,2024,10,30,62,1.7,1,1,0,6,6,3,225.0,12.0,0,light pink
102,23,2015,2014,2024,10,31,158,7.8,1,1,0,6,6,4,225.0,14.0,0,light pink
103,23,2016,2014,2024,10,32,158,4.2,1,1,0,6,6,5,225.0,20.0,0,light pink
104,23,2017,2014,2024,10,33,162,8.1,1,1,0,6,6,3,225.0,22.0,0,light pink
105,23,2018,2014,2024,10,34,145,3.6,1,1,0,6,6,3,225.0,25.0,0,light pink
106,23,2019,2014,2024,10,35,142,1.4,1,1,0,6,6,3,225.0,25.0,0,light pink
107,23,2020,2014,2024,10,36,54,0.0,1,1,0,6,6,3,225.0,25.0,0,light pink
108,23,2021,2014,2024,10,37,129,3.7,1,1,0,6,6,3,225.0,25.0,0,light pink
109,23,2022,2014,2024,10,38,91,-0.3,1,1,0,6,6,3,225.0,25.0,0,light pink
110,23,2023,2014,2024,10,39,44,0.4,1,1,0,6,6,3,225.0,25.0,0,light pink
111,24,2016,2016,2022,7,30,35,2.9,0,1,1,3,3,1,217.0,30.0,0,light pink
112,24,2017,2016,2022,7,31,16,1.6,0,1,1,3,3,1,217.0,30.0,0,light pink
113,24,2018,2016,2022,7,32,30,3.7,0,1,1,3,3,1,217.0,30.0,0,light pink
114,24,2019,2016,2022,7,33,22,1.6,0,1,1,3,3,1,217.0,31.0,0,light pink
115,24,2021,2016,2022,7,35,39,0.7,1,1,1,3,13,1,217.0,32.0,0,light pink
116,25,2014,2014,2020,7,26,27,7.7,1,1,1,13,13,1,215.0,6.571426,0,light pink
117,25,2015,2014,2020,7,27,33,7.3,1,1,1,13,13,1,215.0,32.571429,0,light pink
118,25,2016,2014,2020,7,28,21,5.8,1,1,1,13,13,1,215.0,34.571429,0,light pink
119,25,2017,2014,2020,7,29,27,4.9,1,1,1,13,13,1,215.0,35.571429,0,light pink
120,25,2018,2014,2020,7,30,26,3.3,1,1,1,13,13,1,215.0,35.571429,0,light pink
121,25,2019,2014,2020,7,31,29,3.3,1,1,1,13,13,1,215.0,31.0,0,light pink
122,25,2020,2014,2020,7,32,10,1.8,1,1,1,13,13,1,215.0,31.0,0,light pink
123,26,2012,2012,2020,9,28,162,4.7,0,1,0,9,9,10,214.0,23.0,0,light pink
124,26,2013,2012,2020,9,29,162,2.2,0,1,0,9,9,10,214.0,23.0,0,light pink
125,26,2014,2012,2020,9,30,42,-0.3,0,1,0,9,27,10,214.0,24.0,0,light pink
126,26,2015,2012,2020,9,31,158,2.0,0,1,0,9,27,10,214.0,24.0,0,light pink
127,26,2016,2012,2020,9,32,89,-1.6,0,1,0,9,27,10,214.0,24.0,0,light pink
128,27,2023,2023,2032,10,26,118,4.1,1,0,0,1,1,5,212.0,15.0,0,light pink
129,28,2015,2015,2021,7,30,33,6.9,1,0,0,29,29,1,210.0,17.142,0,light pink
130,28,2016,2015,2021,7,31,34,6.2,1,0,0,29,29,1,210.0,22.143,0,light pink
131,28,2017,2015,2021,7,32,31,7.2,1,0,0,29,29,1,210.0,22.143,0,light pink
132,28,2018,2015,2021,7,33,33,7.9,1,0,0,29,29,1,210.0,22.143,0,light pink
133,28,2019,2015,2021,7,34,27,5.2,1,0,0,29,29,1,210.0,37.505562,0,light pink
134,28,2020,2015,2021,7,35,12,2.2,1,0,0,29,29,1,210.0,35.920616,0,light pink
135,28,2021,2015,2021,7,36,19,3.3,1,0,0,29,29,1,210.0,34.50348,0,light pink
136,28,2021,2015,2021,7,36,11,2.8,1,0,0,29,13,1,210.0,0.0,0,light pink
137,29,2023,2023,2034,12,22,115,3.6,0,0,0,23,23,8,209.3,6.185715,0,light pink
138,30,2016,2016,2021,6,32,26,2.5,1,0,0,0,0,1,206.5,34.0,0,light pink
139,30,2017,2016,2021,6,33,32,5.7,1,0,0,0,0,1,206.5,34.0,0,light pink
140,30,2018,2016,2021,6,34,33,4.0,1,0,0,0,0,1,206.5,34.0,0,light pink
141,30,2019,2016,2021,6,35,23,4.3,1,0,0,0,0,1,206.5,34.5,0,light pink
142,30,2019,2016,2021,6,35,10,1.1,0,0,0,0,10,1,206.5,0.0,0,light pink
143,30,2020,2016,2021,6,36,12,1.1,0,0,0,0,10,1,206.5,35.0,0,light pink
144,30,2021,2016,2021,6,37,30,1.2,0,0,0,0,10,1,206.5,35.0,0,light pink
145,31,2023,2023,2032,6,28,107,1.2,0,0,0,16,16,6,200.0,33.333333,0,light pink
146,32,2001,2001,2010,10,27,150,5.2,0,0,0,18,18,6,189.0,12.6,0,light pink
147,32,2002,2001,2010,10,28,157,3.7,0,0,0,18,18,6,189.0,14.6,0,light pink
148,32,2003,2001,2010,10,29,119,3.6,0,0,0,18,18,6,189.0,15.6,0,light pink
149,32,2004,2001,2010,10,30,154,4.2,0,0,0,18,18,6,189.0,18.6,0,light pink
150,32,2005,2001,2010,10,31,159,3.8,0,0,0,18,18,6,189.0,19.6,0,light pink
151,32,2006,2001,2010,10,32,154,5.6,0,0,0,18,18,6,189.0,20.6,0,light pink
152,32,2007,2001,2010,10,33,156,3.9,0,0,0,18,18,6,189.0,21.6,0,light pink
153,32,2008,2001,2010,10,34,150,3.0,0,0,0,18,18,6,189.0,21.6,0,light pink
154,32,2009,2001,2010,10,35,153,6.6,0,0,0,18,18,6,189.0,21.6,0,light pink
155,32,2010,2001,2010,10,36,157,1.7,0,0,0,18,18,6,189.0,22.6,0,light pink
156,33,2020,2020,2029,7,28,58,0.5,1,1,0,15,15,7,188.5,12.5,0,light pink
157,33,2021,2020,2029,7,29,117,1.3,1,1,0,15,15,7,188.5,14.0,0,light pink
158,33,2022,2020,2029,7,30,154,2.7,1,1,0,15,15,7,188.5,26.0,0,light pink
159,33,2023,2020,2029,7,31,115,3.3,1,1,0,15,15,7,188.5,26.0,0,light pink
160,34,2023,2023,2027,5,35,6,0.7,0,0,0,27,27,1,185.0,30.0,0,light pink
161,35,2016,2016,2023,8,26,142,1.0,1,1,1,4,4,9,184.0,21.666666,0,light pink
162,35,2017,2016,2023,8,27,126,2.2,1,1,1,4,4,9,184.0,28.166667,0,light pink
163,35,2018,2016,2023,8,28,127,2.1,1,1,1,4,4,9,184.0,28.166667,0,light pink
164,35,2019,2016,2023,8,29,147,2.4,1,1,1,4,4,9,184.0,20.0,0,light pink
165,35,2020,2016,2023,8,30,50,1.5,1,1,1,4,4,9,184.0,21.0,0,light pink
166,35,2021,2016,2023,8,31,104,0.4,1,1,1,4,4,9,184.0,21.0,0,light pink
167,35,2022,2016,2023,8,32,48,-0.7,1,1,1,4,4,9,184.0,22.0,0,light pink
168,35,2023,2016,2023,8,33,90,1.0,1,1,1,4,13,9,184.0,0.72,0,light pink
169,35,2011,2011,2018,8,28,82,1.5,0,1,0,16,16,2,184.0,23.0,0,light pink
170,35,2012,2011,2018,8,29,147,4.4,0,1,0,16,16,2,184.0,23.0,0,light pink
171,35,2013,2011,2018,8,30,113,5.5,0,1,0,16,16,2,184.0,23.0,0,light pink
172,35,2014,2011,2018,8,31,120,1.7,0,1,0,16,16,2,184.0,23.0,0,light pink
173,35,2015,2011,2018,8,32,158,1.3,0,1,0,16,16,2,184.0,23.0,0,light pink
174,35,2016,2011,2018,8,33,134,2.2,0,1,0,16,16,2,184.0,23.0,0,light pink
175,35,2017,2011,2018,8,34,141,3.9,0,1,0,16,16,2,184.0,23.0,0,light pink
176,35,2018,2011,2018,8,35,127,1.4,0,1,0,16,16,2,184.0,23.0,0,light pink
177,37,2022,2022,2028,7,30,42,0.4,1,0,0,8,8,9,182.0,18.0,0,light pink
178,37,2023,2022,2028,7,31,65,-0.6,1,0,0,8,8,9,182.0,28.0,0,light pink
179,37,2022,2022,2033,11,21,83,2.6,0,2,0,26,26,6,182.0,1.454545,0,light pink
180,37,2023,2022,2033,11,22,112,5.5,0,2,0,26,26,6,182.0,2.454546,0,light pink
181,39,2013,2013,2020,7,30,34,4.4,0,0,0,9,9,1,180.0,20.0,0,light pink
182,39,2014,2013,2020,7,31,32,0.9,0,0,0,9,9,1,180.0,20.0,0,light pink
183,39,2015,2013,2020,7,32,20,2.4,0,0,0,9,9,1,180.0,28.0,0,light pink
184,39,2016,2013,2020,7,33,34,7.4,0,0,0,9,9,1,180.0,28.0,0,light pink
185,39,2017,2013,2020,7,34,28,5.1,0,0,0,9,9,1,180.0,0.0,0,light pink
186,39,2017,2013,2020,7,34,5,1.8,0,0,0,9,10,1,180.0,28.0,0,light pink
187,39,2018,2013,2020,7,35,34,6.3,0,0,0,9,10,1,180.0,28.0,0,light pink
188,39,2019,2013,2020,7,36,34,7.4,0,0,0,9,10,1,180.0,28.0,0,light pink
189,39,2020,2013,2020,7,37,1,0.2,0,0,0,9,10,1,180.0,33.0,0,light pink
190,39,2009,2009,2016,8,29,156,5.3,0,2,0,18,18,3,180.0,20.625,0,light pink
191,39,2010,2009,2016,8,30,158,4.1,0,2,0,18,18,4,180.0,20.625,0,light pink
192,39,2011,2009,2016,8,31,156,3.4,0,2,0,18,18,5,180.0,23.125,0,light pink
193,39,2012,2009,2016,8,32,123,3.8,0,2,0,18,18,3,180.0,22.5,0,light pink
194,39,2013,2009,2016,8,33,15,-0.2,0,2,0,18,18,3,180.0,22.5,0,light pink
195,39,2014,2009,2016,8,34,123,0.8,0,2,0,18,18,3,180.0,22.5,0,light pink
196,39,2015,2009,2016,8,35,111,3.3,0,2,0,18,18,3,180.0,23.125,0,light pink
197,39,2016,2009,2016,8,36,116,-1.1,0,2,0,18,18,3,180.0,23.125,0,light pink
198,41,2023,2023,2029,7,29,104,3.9,1,0,0,4,4,6,177.0,14.0,0,light pink
199,42,2020,2017,2023,7,31,2,-0.2,1,0,0,29,29,1,175.0,35.0,0,light pink
200,42,2021,2017,2023,7,32,5,0.0,1,0,0,29,29,1,175.0,35.0,0,light pink
201,42,2022,2017,2023,7,33,1,-0.3,1,0,0,29,29,1,175.0,35.0,0,light pink
202,42,2013,2013,2019,7,27,31,5.1,0,0,0,23,23,1,175.0,19.857,0,light pink
203,42,2014,2013,2019,7,28,34,6.4,0,0,0,23,23,1,175.0,22.857,0,light pink
204,42,2015,2013,2019,7,29,31,4.6,0,0,0,23,23,1,175.0,24.857,0,light pink
205,42,2016,2013,2019,7,30,25,1.3,0,0,0,23,23,1,175.0,25.857,0,light pink
206,42,2017,2013,2019,7,31,16,0.7,0,0,0,23,23,1,175.0,26.857,0,light pink
207,42,2018,2013,2019,7,32,29,-1.3,0,0,0,23,23,1,175.0,26.857,0,light pink
208,42,2019,2013,2019,7,33,15,-0.8,0,0,0,23,23,1,175.0,27.858,0,light pink
209,42,2022,2022,2028,7,31,161,5.7,0,0,0,27,27,4,175.0,25.0,0,light pink
210,42,2023,2022,2028,7,32,119,5.4,0,0,0,27,27,5,175.0,26.0,0,light pink
211,42,2017,2017,2023,7,28,28,6.3,1,0,0,29,29,1,175.0,18.333334,0,light pink
212,42,2018,2017,2023,7,29,22,2.3,1,0,0,29,29,1,175.0,18.333333,0,light pink
213,42,2019,2017,2023,7,30,33,5.6,1,0,0,29,29,1,175.0,38.333333,0,light pink
214,45,2022,2022,2030,8,28,162,3.4,1,1,0,1,1,3,168.0,15.0,0,light pink
215,45,2023,2022,2030,8,29,118,5.2,1,1,0,1,1,4,168.0,21.0,0,light pink
216,46,2013,2013,2022,9,26,148,5.3,1,0,0,24,24,2,167.0,8.0,0,light pink
217,46,2014,2013,2022,9,27,147,5.1,1,0,0,24,24,2,167.0,12.5,0,light pink
218,46,2015,2013,2022,9,28,150,5.9,1,0,0,24,24,2,167.0,16.5,0,light pink
219,46,2016,2013,2022,9,29,146,4.9,1,0,0,24,24,2,167.0,20.0,0,light pink
220,46,2017,2013,2022,9,30,140,4.0,1,0,0,24,24,2,167.0,21.4,0,light pink
221,46,2018,2013,2022,9,31,105,2.8,1,0,0,24,24,2,167.0,22.177778,0,light pink
222,46,2019,2013,2022,9,32,114,0.8,1,0,0,24,24,2,167.0,22.177778,0,light pink
223,46,2021,2013,2022,9,34,113,3.5,1,0,0,24,24,2,167.0,22.177778,0,light pink
224,47,2018,2018,2024,7,28,137,5.1,0,0,0,10,10,4,163.5,9.0,0,light pink
225,47,2019,2018,2024,7,29,124,3.8,0,0,0,10,10,5,163.5,9.5,0,light pink
226,47,2020,2018,2024,7,30,48,-0.2,0,0,0,10,10,4,163.5,29.0,0,light pink
227,47,2021,2018,2024,7,31,146,4.5,0,0,0,10,10,4,163.5,29.0,0,light pink
228,47,2022,2018,2024,7,32,141,5.1,0,0,0,10,10,4,163.5,29.0,0,light pink
229,47,2023,2018,2024,7,33,49,2.1,0,0,0,10,10,4,163.5,29.0,0,light pink
230,48,2023,2023,2030,8,30,113,2.9,1,1,0,17,17,8,162.0,18.5,0,light pink
231,48,2023,2023,2028,6,30,6,-0.5,0,1,1,18,18,1,162.0,22.833333,0,light pink
232,48,2022,2022,2027,6,32,159,5.9,1,1,0,13,13,3,162.0,27.0,0,light pink
233,48,2023,2022,2027,6,33,117,5.3,1,1,0,13,13,4,162.0,27.0,0,light pink
234,51,2009,2009,2015,7,28,34,6.2,0,1,1,18,18,1,161.0,15.285714,0,light pink
235,51,2010,2009,2015,7,29,34,4.8,0,1,1,18,18,1,161.0,24.285714,0,light pink
236,51,2011,2009,2015,7,30,33,6.4,0,1,1,18,18,1,161.0,24.285714,0,light pink
237,51,2012,2009,2015,7,31,28,3.4,0,1,1,18,18,1,161.0,23.0,0,light pink
238,51,2013,2009,2015,7,32,32,0.0,0,1,1,18,18,1,161.0,23.0,0,light pink
239,51,2014,2009,2015,7,33,8,-0.6,0,1,1,18,18,1,161.0,23.0,0,light pink
240,51,2015,2009,2015,7,34,29,1.1,0,1,1,18,18,1,161.0,23.0,0,light pink
241,51,2016,2016,2022,7,30,157,3.1,0,1,0,2,2,3,161.0,23.0,0,light pink
242,51,2017,2016,2022,7,31,128,-0.6,0,1,0,2,2,4,161.0,23.0,0,light pink
243,51,2018,2016,2022,7,32,128,-3.3,0,1,0,2,2,5,161.0,23.0,0,light pink
244,51,2019,2016,2022,7,33,105,-1.0,0,1,0,2,2,3,161.0,23.0,0,light pink
245,51,2020,2016,2022,7,34,16,-1.0,0,1,0,2,2,3,161.0,23.0,0,light pink
246,53,2001,2001,2008,8,29,142,5.2,0,0,0,3,3,7,160.0,13.05,0,light pink
247,53,2002,2001,2008,8,30,120,6.0,0,0,0,3,3,7,160.0,15.462727,0,light pink
248,53,2003,2001,2008,8,31,154,5.4,0,0,0,3,3,7,160.0,20.0,0,light pink
249,53,2004,2001,2008,8,32,152,4.1,0,0,0,3,3,7,160.0,22.5,0,light pink
250,53,2005,2001,2008,8,33,152,4.4,0,0,0,3,3,7,160.0,22.0,0,light pink
251,53,2006,2001,2008,8,34,130,4.5,0,0,0,3,3,7,160.0,18.279238,0,light pink
252,53,2007,2001,2008,8,35,133,1.1,0,0,0,3,3,7,160.0,17.016381,0,light pink
253,53,2008,2001,2008,8,36,100,2.5,0,0,0,3,3,7,160.0,18.929923,0,light pink
254,53,2008,2001,2008,8,36,53,3.5,1,0,0,3,13,7,160.0,0.0,0,light pink
255,53,2012,2012,2019,8,27,106,2.8,1,0,0,13,13,7,160.0,10.0,0,light pink
256,53,2013,2012,2019,8,28,73,0.7,1,0,0,13,13,7,160.0,20.0,0,light pink
257,53,2014,2012,2019,8,29,150,1.2,1,0,0,13,13,7,160.0,21.0,0,light pink
258,53,2015,2012,2019,8,30,154,0.5,1,0,0,13,22,7,160.0,21.25,0,light pink
259,53,2016,2012,2019,8,31,100,0.2,1,0,0,13,22,7,160.0,0.0,0,light pink
260,53,2016,2012,2019,8,31,56,0.1,1,0,0,13,1,7,160.0,21.75,0,light pink
261,53,2017,2012,2019,8,32,115,-1.3,1,0,0,13,1,7,160.0,21.75,0,light pink
262,53,2018,2012,2019,8,33,146,1.2,1,0,0,13,13,7,160.0,21.75,0,light pink
263,53,2019,2012,2019,8,34,20,-1.0,1,0,0,13,6,7,160.0,0.0,0,light pink
264,55,2011,2011,2020,10,26,143,6.2,1,0,0,8,8,6,157.75,5.5,0,light pink
265,55,2012,2011,2020,10,27,47,0.4,1,0,0,8,8,6,157.75,8.25,0,light pink
266,55,2013,2011,2020,10,28,126,5.0,1,0,0,8,8,6,157.75,10.0,0,light pink
267,55,2014,2011,2020,10,29,91,5.7,1,0,0,8,8,6,157.75,16.0,0,light pink
268,55,2015,2011,2020,10,30,87,1.7,1,0,0,8,8,6,157.75,0.0,0,light pink
269,55,2015,2011,2020,10,30,41,0.9,0,0,0,8,28,6,157.75,20.0,0,light pink
270,55,2016,2011,2020,10,31,131,3.2,0,0,0,8,28,6,157.75,20.0,0,light pink
271,55,2017,2011,2020,10,32,66,0.9,0,0,0,8,28,6,157.75,20.0,0,light pink
272,55,2019,2011,2020,10,34,5,0.0,0,0,0,8,18,6,157.75,20.0,0,light pink
273,56,2015,2015,2021,6,31,32,2.8,1,1,1,4,4,1,155.0,20.0,0,light pink
274,56,2016,2015,2021,6,32,32,5.6,1,1,1,4,4,1,155.0,25.0,0,light pink
275,56,2017,2015,2021,6,33,32,0.6,1,1,1,4,4,1,155.0,25.0,0,light pink
276,56,2018,2015,2021,6,34,32,2.7,1,1,1,4,4,1,155.0,27.5,0,light pink
277,56,2019,2015,2021,6,35,31,0.8,1,1,1,4,4,1,155.0,27.5,0,light pink
278,56,2020,2015,2021,6,36,12,-0.2,1,1,1,4,4,1,155.0,20.0,0,light pink
279,56,2021,2015,2021,6,37,16,-0.6,1,1,1,4,29,1,155.0,0.0,0,light pink
280,56,2021,2015,2021,6,37,12,0.1,1,1,1,4,25,1,155.0,0.0,0,light pink
281,56,2014,2014,2020,7,25,20,3.1,0,0,0,18,18,1,155.0,22.0,0,light pink
282,56,2015,2014,2020,7,26,24,3.1,0,0,0,18,18,1,155.0,22.0,0,light pink
283,56,2016,2014,2020,7,27,31,5.2,0,0,0,18,18,1,155.0,22.0,0,light pink
284,56,2017,2014,2020,7,28,30,1.1,0,0,0,18,18,1,155.0,22.0,0,light pink
285,56,2018,2014,2020,7,29,27,2.3,0,0,0,18,18,1,155.0,22.0,0,light pink
286,56,2019,2014,2020,7,30,32,1.9,0,0,0,18,18,1,155.0,22.0,0,light pink
287,56,2020,2014,2020,7,31,10,0.7,0,0,0,18,18,1,155.0,23.0,0,light pink
288,58,2012,2012,2018,7,30,123,3.0,0,1,1,3,3,3,154.0,0.0,0,light pink
289,58,2012,2012,2018,7,30,36,0.7,1,1,1,3,13,3,154.0,21.0,0,light pink
290,58,2013,2012,2018,7,31,157,3.8,1,1,1,3,13,4,154.0,21.0,0,light pink
291,58,2014,2012,2018,7,32,159,4.4,1,1,1,3,13,5,154.0,21.0,0,light pink
292,58,2015,2012,2018,7,33,156,4.6,1,1,1,3,13,3,154.0,21.857,0,light pink
293,58,2016,2012,2018,7,34,156,1.9,1,1,1,3,13,3,154.0,21.857,0,light pink
294,58,2017,2012,2018,7,35,71,-1.0,1,1,1,3,13,3,154.0,22.357,0,light pink
295,58,2018,2012,2018,7,36,54,-0.3,1,1,1,3,17,3,154.0,0.545,0,light pink
296,59,2014,2014,2019,7,30,149,3.6,0,1,1,18,18,8,153.0,21.142857,0,light pink
297,59,2015,2014,2019,7,31,111,1.8,0,1,1,18,18,8,153.0,21.142857,0,light pink
298,59,2016,2014,2019,7,32,148,2.7,0,1,1,18,18,8,153.0,21.142857,0,light pink
299,59,2017,2014,2019,7,33,112,1.8,0,1,1,18,18,8,153.0,21.142857,0,light pink
300,60,2008,2008,2015,8,25,160,2.7,0,0,0,9,9,10,152.3,11.3,0,light pink
301,60,2009,2008,2015,8,26,160,5.1,0,0,0,9,9,10,152.3,14.383049,0,light pink
302,60,2010,2008,2015,8,27,150,6.5,0,0,0,9,9,10,152.3,20.0,0,light pink
303,60,2011,2008,2015,8,28,161,7.6,0,0,0,9,9,10,152.3,20.0,0,light pink
304,60,2012,2008,2015,8,29,161,7.1,0,0,0,9,9,10,152.3,21.0,0,light pink
305,60,2013,2008,2015,8,30,148,7.5,0,0,0,9,9,10,152.3,21.0,0,light pink
306,60,2014,2008,2015,8,31,159,5.1,0,0,0,9,9,10,152.3,22.0,0,light pink
307,60,2015,2008,2015,8,32,119,4.9,0,0,0,9,9,10,152.3,22.0,0,light pink
308,61,2021,2021,2026,6,31,78,2.3,0,0,0,28,28,9,150.0,23.666667,0,light pink
309,61,2022,2021,2026,6,32,133,4.0,0,0,0,28,28,9,150.0,29.666666,0,light pink
310,61,2023,2021,2026,6,33,115,1.6,0,0,0,28,28,9,150.0,24.166667,0,light pink
311,62,2016,2013,2018,6,32,26,2.5,1,0,0,13,0,1,147.0,34.0,0,light pink
312,62,2017,2013,2018,6,33,32,5.7,1,0,0,13,0,1,147.0,34.0,0,light pink
313,62,2018,2013,2018,6,34,33,4.0,1,0,0,13,0,1,147.0,34.0,0,light pink
314,62,2013,2013,2018,6,29,28,4.3,1,0,0,13,13,1,147.0,19.0,0,light pink
315,62,2014,2013,2018,6,30,32,4.5,1,0,0,13,13,1,147.0,26.0,0,light pink
316,62,2015,2013,2018,6,31,32,8.9,1,0,0,13,13,1,147.0,25.0,0,light pink
317,63,2021,2020,2025,5,32,9,0.9,0,1,1,3,3,1,145.0,30.0,0,light pink
318,63,2022,2020,2025,5,33,2,0.0,0,1,1,3,3,1,145.0,30.0,0,light pink
319,63,2023,2020,2025,5,34,12,1.0,0,1,1,3,3,1,145.0,27.5,0,light pink
