Combined Key,Rank,Name,CITY,STATE,COUNTRY,BAT,THROW,signed TEAM,TEAM LOCALE,Position,contract start,contract end,YEAR,contract length,total salary
"Jason Heyward, 2023",35,Jason Heyward,"Ridgewood, New Jersey",California,United States,L,L,CHC,Chicago,RF ,2016,2023,2023,8,"$184,000,000 "
"Joe Mauer, 2011",35,Joe Mauer,"Saint Paul, Minnesota",Minnesota,United States,L,R,MIN,Minneapolis,C ,2011,2018,2011,8,"$184,000,000 "
"Joe Mauer, 2012",35,Joe Mauer,"Saint Paul, Minnesota",Minnesota,United States,L,R,MIN,Minneapolis,C ,2011,2018,2012,8,"$184,000,000 "
"Joe Mauer, 2013",35,Joe Mauer,"Saint Paul, Minnesota",Minnesota,United States,L,R,MIN,Minneapolis,C ,2011,2018,2013,8,"$184,000,000 "
"Joe Mauer, 2014",35,Joe Mauer,"Saint Paul, Minnesota",Minnesota,United States,L,R,MIN,Minneapolis,C ,2011,2018,2014,8,"$184,000,000 "
"Joe Mauer, 2015",35,Joe Mauer,"Saint Paul, Minnesota",Minnesota,United States,L,R,MIN,Minneapolis,C ,2011,2018,2015,8,"$184,000,000 "
"Joe Mauer, 2016",35,Joe Mauer,"Saint Paul, Minnesota",Minnesota,United States,L,R,MIN,Minneapolis,C ,2011,2018,2016,8,"$184,000,000 "
"Joe Mauer, 2017",35,Joe Mauer,"Saint Paul, Minnesota",Minnesota,United States,L,R,MIN,Minneapolis,C ,2011,2018,2017,8,"$184,000,000 "
"Joe Mauer, 2018",35,Joe Mauer,"Saint Paul, Minnesota",Minnesota,United States,L,R,MIN,Minneapolis,C ,2011,2018,2018,8,"$184,000,000 "
"Kris Bryant, 2022",37,Kris Bryant,Las Vegas,Nevada,United States,R,R,COL,Denver,RF ,2022,2028,2022,7,"$182,000,000 "
"Kris Bryant, 2023",37,Kris Bryant,Las Vegas,Nevada,United States,R,R,COL,Denver,RF ,2022,2028,2023,7,"$182,000,000 "
"Wander Franco, 2022",37,Wander Franco,Baní,,Dominican Republic,S,R,TBR,"St. Petersburg, Florida",SS ,2022,2033,2022,11,"$182,000,000 "
"Wander Franco, 2023",37,Wander Franco,Baní,,Dominican Republic,S,R,TBR,"St. Petersburg, Florida",SS ,2022,2033,2023,11,"$182,000,000 "
"Justin Verlander, 2013",39,Justin Verlander,Manakin-Sabot,Virginia,United States,R,R,DET,Detroit,SP ,2013,2020,2013,7,"$180,000,000 "
"Justin Verlander, 2014",39,Justin Verlander,Manakin-Sabot,Virginia,United States,R,R,DET,Detroit,SP ,2013,2020,2014,7,"$180,000,000 "
"Justin Verlander, 2015",39,Justin Verlander,Manakin-Sabot,Virginia,United States,R,R,DET,Detroit,SP ,2013,2020,2015,7,"$180,000,000 "
"Justin Verlander, 2016",39,Justin Verlander,Manakin-Sabot,Virginia,United States,R,R,DET,Detroit,SP ,2013,2020,2016,7,"$180,000,000 "
"Justin Verlander, 2017",39,Justin Verlander,Manakin-Sabot,Virginia,United States,R,R,DET,Detroit,SP ,2013,2020,2017,7,"$180,000,000 "
"Justin Verlander, 2018",39,Justin Verlander,Manakin-Sabot,Virginia,United States,R,R,DET,Detroit,SP ,2013,2020,2018,7,"$180,000,000 "
"Justin Verlander, 2019",39,Justin Verlander,Manakin-Sabot,Virginia,United States,R,R,DET,Detroit,SP ,2013,2020,2019,7,"$180,000,000 "
"Justin Verlander, 2020",39,Justin Verlander,Manakin-Sabot,Virginia,United States,R,R,DET,Detroit,SP ,2013,2020,2020,7,"$180,000,000 "
"Mark Teixeira, 2009",39,Mark Teixeira,"Annapolis, Maryland",Maryland,United States,S,R,NYY,The Bronx,1B ,2009,2016,2009,8,"$180,000,000 "
"Mark Teixeira, 2010",39,Mark Teixeira,"Annapolis, Maryland",Maryland,United States,S,R,NYY,The Bronx,2B ,2009,2016,2010,8,"$180,000,000 "
"Mark Teixeira, 2011",39,Mark Teixeira,"Annapolis, Maryland",Maryland,United States,S,R,NYY,The Bronx,3B ,2009,2016,2011,8,"$180,000,000 "
"Mark Teixeira, 2012",39,Mark Teixeira,"Annapolis, Maryland",Maryland,United States,S,R,NYY,The Bronx,1B,2009,2016,2012,8,"$180,000,000 "
"Mark Teixeira, 2013",39,Mark Teixeira,"Annapolis, Maryland",Maryland,United States,S,R,NYY,The Bronx,1B,2009,2016,2013,8,"$180,000,000 "
"Mark Teixeira, 2014",39,Mark Teixeira,"Annapolis, Maryland",Maryland,United States,S,R,NYY,The Bronx,1B,2009,2016,2014,8,"$180,000,000 "
"Mark Teixeira, 2015",39,Mark Teixeira,"Annapolis, Maryland",Maryland,United States,S,R,NYY,The Bronx,1B,2009,2016,2015,8,"$180,000,000 "
"Mark Teixeira, 2016",39,Mark Teixeira,"Annapolis, Maryland",Maryland,United States,S,R,NYY,The Bronx,1B,2009,2016,2016,8,"$180,000,000 "
"Dansby Swanson, 2023",41,Dansby Swanson,"Kennesaw, Georgia",Georgia,United States,R,R,CHC,Chicago,SS ,2023,2029,2023,7,"$177,000,000 "
"Felix Hernandez, 2013",42,Felix Hernandez,Valencia,,Venezuela,R,R,SEA,Seattle,SP ,2013,2019,2013,7,"$175,000,000 "
"Felix Hernandez, 2014",42,Felix Hernandez,Valencia,,Venezuela,R,R,SEA,Seattle,SP ,2013,2019,2014,7,"$175,000,000 "
"Felix Hernandez, 2015",42,Felix Hernandez,Valencia,,Venezuela,R,R,SEA,Seattle,SP ,2013,2019,2015,7,"$175,000,000 "
"Felix Hernandez, 2016",42,Felix Hernandez,Valencia,,Venezuela,R,R,SEA,Seattle,SP ,2013,2019,2016,7,"$175,000,000 "
"Felix Hernandez, 2017",42,Felix Hernandez,Valencia,,Venezuela,R,R,SEA,Seattle,SP ,2013,2019,2017,7,"$175,000,000 "
"Felix Hernandez, 2018",42,Felix Hernandez,Valencia,,Venezuela,R,R,SEA,Seattle,SP ,2013,2019,2018,7,"$175,000,000 "
"Felix Hernandez, 2019",42,Felix Hernandez,Valencia,,Venezuela,R,R,SEA,Seattle,SP ,2013,2019,2019,7,"$175,000,000 "
"Marcus Semien, 2022",42,Marcus Semien,San Francisco,California,United States,R,R,TEX,"Arlington, Texas",2B ,2022,2028,2022,7,"$175,000,000 "
"Marcus Semien, 2023",42,Marcus Semien,San Francisco,California,United States,R,R,TEX,"Arlington, Texas",3B ,2022,2028,2023,7,"$175,000,000 "
"Stephen Strasburg, 2017",42,Stephen Strasburg,San Diego,California,United States,R,R,WSN,"Washington, D.C.",SP ,2017,2023,2017,7,"$175,000,000 "
"Stephen Strasburg, 2018",42,Stephen Strasburg,San Diego,California,United States,R,R,WSN,"Washington, D.C.",SP ,2017,2023,2018,7,"$175,000,000 "
"Stephen Strasburg, 2019",42,Stephen Strasburg,San Diego,California,United States,R,R,WSN,"Washington, D.C.",SP ,2017,2023,2019,7,"$175,000,000 "
"Stephen Strasburg, 2020",42,Stephen Strasburg,San Diego,California,United States,R,R,WSN,"Washington, D.C.",SP ,2017,2023,2020,7,"$175,000,000 "
"Stephen Strasburg, 2021",42,Stephen Strasburg,San Diego,California,United States,R,R,WSN,"Washington, D.C.",SP ,2017,2023,2021,7,"$175,000,000 "
"Stephen Strasburg, 2022",42,Stephen Strasburg,San Diego,California,United States,R,R,WSN,"Washington, D.C.",SP ,2017,2023,2022,7,"$175,000,000 "
"Stephen Strasburg, 2023",42,Stephen Strasburg,San Diego,California,United States,R,R,WSN,"Washington, D.C.",SP ,2017,2023,2023,7,"$175,000,000 "
"Matt Olson, 2022",45,Matt Olson,Atlanta,Georgia,United States,L,R,ATL,Atlanta,1B ,2022,2030,2022,8,"$168,000,000 "
"Matt Olson, 2023",45,Matt Olson,Atlanta,Georgia,United States,L,R,ATL,Atlanta,2B ,2022,2030,2023,8,"$168,000,000 "
"Buster Posey, 2013",46,Buster Posey,"Leesburg, Georgia",Georgia,United States,R,R,SFG,San Francisco,C ,2013,2022,2013,9,"$167,000,000 "
"Buster Posey, 2014",46,Buster Posey,"Leesburg, Georgia",Georgia,United States,R,R,SFG,San Francisco,C ,2013,2022,2014,9,"$167,000,000 "
"Buster Posey, 2015",46,Buster Posey,"Leesburg, Georgia",Georgia,United States,R,R,SFG,San Francisco,C ,2013,2022,2015,9,"$167,000,000 "
"Buster Posey, 2016",46,Buster Posey,"Leesburg, Georgia",Georgia,United States,R,R,SFG,San Francisco,C ,2013,2022,2016,9,"$167,000,000 "
"Buster Posey, 2017",46,Buster Posey,"Leesburg, Georgia",Georgia,United States,R,R,SFG,San Francisco,C ,2013,2022,2017,9,"$167,000,000 "
"Buster Posey, 2018",46,Buster Posey,"Leesburg, Georgia",Georgia,United States,R,R,SFG,San Francisco,C ,2013,2022,2018,9,"$167,000,000 "
"Buster Posey, 2019",46,Buster Posey,"Leesburg, Georgia",Georgia,United States,R,R,SFG,San Francisco,C ,2013,2022,2019,9,"$167,000,000 "
"Buster Posey, 2020",46,Buster Posey,"Leesburg, Georgia",Georgia,United States,R,R,SFG,San Francisco,C ,2013,2022,2020,9,"$167,000,000 "
"Buster Posey, 2021",46,Buster Posey,"Leesburg, Georgia",Georgia,United States,R,R,SFG,San Francisco,C ,2013,2022,2021,9,"$167,000,000 "
"Buster Posey, 2022",46,Buster Posey,"Leesburg, Georgia",Georgia,United States,R,R,SFG,San Francisco,C ,2013,2022,2022,9,"$167,000,000 "
"Jose Altuve, 2018",47,Jose Altuve,Puerto Cabello,,Venezuela,R,R,HOU,Houston,2B ,2018,2024,2018,7,"$163,500,000 "
"Jose Altuve, 2019",47,Jose Altuve,Puerto Cabello,,Venezuela,R,R,HOU,Houston,3B ,2018,2024,2019,7,"$163,500,000 "
"Jose Altuve, 2020",47,Jose Altuve,Puerto Cabello,,Venezuela,R,R,HOU,Houston,2B ,2018,2024,2020,7,"$163,500,000 "
"Jose Altuve, 2021",47,Jose Altuve,Puerto Cabello,,Venezuela,R,R,HOU,Houston,2B ,2018,2024,2021,7,"$163,500,000 "
"Jose Altuve, 2022",47,Jose Altuve,Puerto Cabello,,Venezuela,R,R,HOU,Houston,2B ,2018,2024,2022,7,"$163,500,000 "
"Jose Altuve, 2023",47,Jose Altuve,Puerto Cabello,,Venezuela,R,R,HOU,Houston,2B ,2018,2024,2023,7,"$163,500,000 "
"Brandon Nimmo, 2023",48,Brandon Nimmo,"Cheyenne, Wyoming",Wyoming,United States,L,R,NYM,"Flushing, Queens",CF ,2023,2030,2023,8,"$162,000,000 "
"Carlos Rodon, 2023",48,Carlos Rodon,Miami,Florida,United States,L,L,NYY,The Bronx,SP ,2023,2028,2023,6,"$162,000,000 "
"Freddie Freeman, 2022",48,Freddie Freeman,"Villa Park, California",California,United States,L,R,LAD,Los Angeles,1B ,2022,2027,2022,6,"$162,000,000 "
"Freddie Freeman, 2023",48,Freddie Freeman,"Villa Park, California",California,United States,L,R,LAD,Los Angeles,2B ,2022,2027,2023,6,"$162,000,000 "
"CC Sabathia, 2009",51,CC Sabathia,"Vallejo, California",California,United States,L,L,NYY,The Bronx,SP ,2009,2015,2009,7,"$161,000,000 "
"CC Sabathia, 2010",51,CC Sabathia,"Vallejo, California",California,United States,L,L,NYY,The Bronx,SP ,2009,2015,2010,7,"$161,000,000 "
"CC Sabathia, 2011",51,CC Sabathia,"Vallejo, California",California,United States,L,L,NYY,The Bronx,SP ,2009,2015,2011,7,"$161,000,000 "
"CC Sabathia, 2012",51,CC Sabathia,"Vallejo, California",California,United States,L,L,NYY,The Bronx,SP ,2009,2015,2012,7,"$161,000,000 "
"CC Sabathia, 2013",51,CC Sabathia,"Vallejo, California",California,United States,L,L,NYY,The Bronx,SP ,2009,2015,2013,7,"$161,000,000 "
"CC Sabathia, 2014",51,CC Sabathia,"Vallejo, California",California,United States,L,L,NYY,The Bronx,SP ,2009,2015,2014,7,"$161,000,000 "
"CC Sabathia, 2015",51,CC Sabathia,"Vallejo, California",California,United States,L,L,NYY,The Bronx,SP ,2009,2015,2015,7,"$161,000,000 "
"Chris Davis, 2016",51,Chris Davis,"Longview, Texas",Texas,United States,L,R,BAL,Baltimore,1B ,2016,2022,2016,7,"$161,000,000 "
"Chris Davis, 2017",51,Chris Davis,"Longview, Texas",Texas,United States,L,R,BAL,Baltimore,2B ,2016,2022,2017,7,"$161,000,000 "
"Chris Davis, 2018",51,Chris Davis,"Longview, Texas",Texas,United States,L,R,BAL,Baltimore,3B ,2016,2022,2018,7,"$161,000,000 "
"Chris Davis, 2019",51,Chris Davis,"Longview, Texas",Texas,United States,L,R,BAL,Baltimore,1B,2016,2022,2019,7,"$161,000,000 "
"Chris Davis, 2020",51,Chris Davis,"Longview, Texas",Texas,United States,L,R,BAL,Baltimore,1B,2016,2022,2020,7,"$161,000,000 "
"Chris Davis, 2021",51,Chris Davis,"Longview, Texas",Texas,United States,L,R,BAL,Baltimore,1B,2016,2022,2021,7,"$161,000,000 "
"Chris Davis, 2022",51,Chris Davis,"Longview, Texas",Texas,United States,L,R,BAL,Baltimore,1B,2016,2022,2022,7,"$161,000,000 "
"Manny Ramirez, 2001",53,Manny Ramirez,Santo Domingo,,Dominican Republic,R,R,BOS,Boston,LF ,2001,2008,2001,8,"$160,000,000 "
"Manny Ramirez, 2002",53,Manny Ramirez,Santo Domingo,,Dominican Republic,R,R,BOS,Boston,LF ,2001,2008,2002,8,"$160,000,000 "
"Manny Ramirez, 2003",53,Manny Ramirez,Santo Domingo,,Dominican Republic,R,R,BOS,Boston,LF ,2001,2008,2003,8,"$160,000,000 "
"Manny Ramirez, 2004",53,Manny Ramirez,Santo Domingo,,Dominican Republic,R,R,BOS,Boston,LF ,2001,2008,2004,8,"$160,000,000 "
"Manny Ramirez, 2005",53,Manny Ramirez,Santo Domingo,,Dominican Republic,R,R,BOS,Boston,LF ,2001,2008,2005,8,"$160,000,000 "
"Manny Ramirez, 2006",53,Manny Ramirez,Santo Domingo,,Dominican Republic,R,R,BOS,Boston,LF ,2001,2008,2006,8,"$160,000,000 "
"Manny Ramirez, 2007",53,Manny Ramirez,Santo Domingo,,Dominican Republic,R,R,BOS,Boston,LF ,2001,2008,2007,8,"$160,000,000 "
"Manny Ramirez, 2008",53,Manny Ramirez,Santo Domingo,,Dominican Republic,R,R,BOS,Boston,LF ,2001,2008,2008,8,"$160,000,000 "
"Matt Kemp, 2012",53,Matt Kemp,"Midwest City, Oklahoma",Oklahoma,United States,R,R,LAD,Los Angeles,LF ,2012,2019,2012,8,"$160,000,000 "
"Matt Kemp, 2013",53,Matt Kemp,"Midwest City, Oklahoma",Oklahoma,United States,R,R,LAD,Los Angeles,LF ,2012,2019,2013,8,"$160,000,000 "
"Matt Kemp, 2014",53,Matt Kemp,"Midwest City, Oklahoma",Oklahoma,United States,R,R,LAD,Los Angeles,LF ,2012,2019,2014,8,"$160,000,000 "
"Matt Kemp, 2015",53,Matt Kemp,"Midwest City, Oklahoma",Oklahoma,United States,R,R,LAD,Los Angeles,LF ,2012,2019,2015,8,"$160,000,000 "
"Matt Kemp, 2016",53,Matt Kemp,"Midwest City, Oklahoma",Oklahoma,United States,R,R,LAD,Los Angeles,LF ,2012,2019,2016,8,"$160,000,000 "
"Matt Kemp, 2017",53,Matt Kemp,"Midwest City, Oklahoma",Oklahoma,United States,R,R,LAD,Los Angeles,LF ,2012,2019,2017,8,"$160,000,000 "
"Matt Kemp, 2018",53,Matt Kemp,"Midwest City, Oklahoma",Oklahoma,United States,R,R,LAD,Los Angeles,LF ,2012,2019,2018,8,"$160,000,000 "
"Matt Kemp, 2019",53,Matt Kemp,"Midwest City, Oklahoma",Oklahoma,United States,R,R,LAD,Los Angeles,LF ,2012,2019,2019,8,"$160,000,000 "
"Troy Tulowitzki, 2011",55,Troy Tulowitzki,"Santa Clara County, California",California,United States,R,R,COL,Denver,SS ,2011,2020,2011,10,"$157,750,000 "
"Troy Tulowitzki, 2012",55,Troy Tulowitzki,"Santa Clara County, California",California,United States,R,R,COL,Denver,SS ,2011,2020,2012,10,"$157,750,000 "
"Troy Tulowitzki, 2013",55,Troy Tulowitzki,"Santa Clara County, California",California,United States,R,R,COL,Denver,SS ,2011,2020,2013,10,"$157,750,000 "
"Troy Tulowitzki, 2014",55,Troy Tulowitzki,"Santa Clara County, California",California,United States,R,R,COL,Denver,SS ,2011,2020,2014,10,"$157,750,000 "
"Troy Tulowitzki, 2015",55,Troy Tulowitzki,"Santa Clara County, California",California,United States,R,R,COL,Denver,SS ,2011,2020,2015,10,"$157,750,000 "
"Troy Tulowitzki, 2016",55,Troy Tulowitzki,"Santa Clara County, California",California,United States,R,R,COL,Denver,SS ,2011,2020,2016,10,"$157,750,000 "
"Troy Tulowitzki, 2017",55,Troy Tulowitzki,"Santa Clara County, California",California,United States,R,R,COL,Denver,SS ,2011,2020,2017,10,"$157,750,000 "
"Troy Tulowitzki, 2018",55,Troy Tulowitzki,"Santa Clara County, California",California,United States,R,R,COL,Denver,SS ,2011,2020,2018,10,"$157,750,000 "
"Troy Tulowitzki, 2019",55,Troy Tulowitzki,"Santa Clara County, California",California,United States,R,R,COL,Denver,SS ,2011,2020,2019,10,"$157,750,000 "
"Troy Tulowitzki, 2020",55,Troy Tulowitzki,"Santa Clara County, California",California,United States,R,R,COL,Denver,SS ,2011,2020,2020,10,"$157,750,000 "
"Jon Lester, 2015",56,Jon Lester,"Tacoma, Washington",Washington,United States,L,L,CHC,Chicago,SP ,2015,2021,2015,6,"$155,000,000 "
"Jon Lester, 2016",56,Jon Lester,"Tacoma, Washington",Washington,United States,L,L,CHC,Chicago,SP ,2015,2021,2016,6,"$155,000,000 "
"Jon Lester, 2017",56,Jon Lester,"Tacoma, Washington",Washington,United States,L,L,CHC,Chicago,SP ,2015,2021,2017,6,"$155,000,000 "
"Jon Lester, 2018",56,Jon Lester,"Tacoma, Washington",Washington,United States,L,L,CHC,Chicago,SP ,2015,2021,2018,6,"$155,000,000 "
"Jon Lester, 2019",56,Jon Lester,"Tacoma, Washington",Washington,United States,L,L,CHC,Chicago,SP ,2015,2021,2019,6,"$155,000,000 "
"Jon Lester, 2020",56,Jon Lester,"Tacoma, Washington",Washington,United States,L,L,CHC,Chicago,SP ,2015,2021,2020,6,"$155,000,000 "
"Jon Lester, 2021",56,Jon Lester,"Tacoma, Washington",Washington,United States,L,L,CHC,Chicago,SP ,2015,2021,2021,6,"$155,000,000 "
"Masahiro Tanaka, 2014",56,Masahiro Tanaka,Itami,,Japan,R,R,NYY,The Bronx,SP ,2014,2020,2014,7,"$155,000,000 "
"Masahiro Tanaka, 2015",56,Masahiro Tanaka,Itami,,Japan,R,R,NYY,The Bronx,SP ,2014,2020,2015,7,"$155,000,000 "
"Masahiro Tanaka, 2016",56,Masahiro Tanaka,Itami,,Japan,R,R,NYY,The Bronx,SP ,2014,2020,2016,7,"$155,000,000 "
"Masahiro Tanaka, 2017",56,Masahiro Tanaka,Itami,,Japan,R,R,NYY,The Bronx,SP ,2014,2020,2017,7,"$155,000,000 "
"Masahiro Tanaka, 2018",56,Masahiro Tanaka,Itami,,Japan,R,R,NYY,The Bronx,SP ,2014,2020,2018,7,"$155,000,000 "
"Masahiro Tanaka, 2019",56,Masahiro Tanaka,Itami,,Japan,R,R,NYY,The Bronx,SP ,2014,2020,2019,7,"$155,000,000 "
"Masahiro Tanaka, 2020",56,Masahiro Tanaka,Itami,,Japan,R,R,NYY,The Bronx,SP ,2014,2020,2020,7,"$155,000,000 "
"Adrian Gonzalez, 2012",58,Adrian Gonzalez,San Diego,California,United States,L,L,BOS,Boston,1B ,2012,2018,2012,7,"$154,000,000 "
"Adrian Gonzalez, 2013",58,Adrian Gonzalez,San Diego,California,United States,L,L,BOS,Boston,2B ,2012,2018,2013,7,"$154,000,000 "
"Adrian Gonzalez, 2014",58,Adrian Gonzalez,San Diego,California,United States,L,L,BOS,Boston,3B ,2012,2018,2014,7,"$154,000,000 "
"Adrian Gonzalez, 2015",58,Adrian Gonzalez,San Diego,California,United States,L,L,BOS,Boston,1B,2012,2018,2015,7,"$154,000,000 "
"Adrian Gonzalez, 2016",58,Adrian Gonzalez,San Diego,California,United States,L,L,BOS,Boston,1B,2012,2018,2016,7,"$154,000,000 "
"Adrian Gonzalez, 2017",58,Adrian Gonzalez,San Diego,California,United States,L,L,BOS,Boston,1B,2012,2018,2017,7,"$154,000,000 "
"Adrian Gonzalez, 2018",58,Adrian Gonzalez,San Diego,California,United States,L,L,BOS,Boston,1B,2012,2018,2018,7,"$154,000,000 "
"Jacoby Ellsbury, 2014",59,Jacoby Ellsbury,Chennai,Oregon,United States,L,L,NYY,The Bronx,CF ,2014,2019,2014,7,"$153,000,000 "
"Jacoby Ellsbury, 2015",59,Jacoby Ellsbury,Chennai,Oregon,United States,L,L,NYY,The Bronx,CF ,2014,2019,2015,7,"$153,000,000 "
"Jacoby Ellsbury, 2016",59,Jacoby Ellsbury,Chennai,Oregon,United States,L,L,NYY,The Bronx,CF ,2014,2019,2016,7,"$153,000,000 "
"Jacoby Ellsbury, 2017",59,Jacoby Ellsbury,Chennai,Oregon,United States,L,L,NYY,The Bronx,CF ,2014,2019,2017,7,"$153,000,000 "
"Jacoby Ellsbury, 2018",59,Jacoby Ellsbury,Chennai,Oregon,United States,L,L,NYY,The Bronx,CF ,2014,2019,2018,7,"$153,000,000 "
"Jacoby Ellsbury, 2019",59,Jacoby Ellsbury,Chennai,Oregon,United States,L,L,NYY,The Bronx,CF ,2014,2019,2019,7,"$153,000,000 "
"Miguel Cabrera, 2008",60,Miguel Cabrera,Maracay,,Venezuela,R,R,DET,Detroit,DH ,2008,2015,2008,8,"$152,300,000 "
"Miguel Cabrera, 2009",60,Miguel Cabrera,Maracay,,Venezuela,R,R,DET,Detroit,DH ,2008,2015,2009,8,"$152,300,000 "
"Miguel Cabrera, 2010",60,Miguel Cabrera,Maracay,,Venezuela,R,R,DET,Detroit,DH ,2008,2015,2010,8,"$152,300,000 "
"Miguel Cabrera, 2011",60,Miguel Cabrera,Maracay,,Venezuela,R,R,DET,Detroit,DH ,2008,2015,2011,8,"$152,300,000 "
"Miguel Cabrera, 2012",60,Miguel Cabrera,Maracay,,Venezuela,R,R,DET,Detroit,DH ,2008,2015,2012,8,"$152,300,000 "
"Miguel Cabrera, 2013",60,Miguel Cabrera,Maracay,,Venezuela,R,R,DET,Detroit,DH ,2008,2015,2013,8,"$152,300,000 "
"Miguel Cabrera, 2014",60,Miguel Cabrera,Maracay,,Venezuela,R,R,DET,Detroit,DH ,2008,2015,2014,8,"$152,300,000 "
"Miguel Cabrera, 2015",60,Miguel Cabrera,Maracay,,Venezuela,R,R,DET,Detroit,DH ,2008,2015,2015,8,"$152,300,000 "
"George Springer, 2021",61,George Springer,"New Britain, Connecticut",Connecticut,United States,R,R,TOR,Toronto,RF ,2021,2026,2021,6,"$150,000,000 "
"George Springer, 2022",61,George Springer,"New Britain, Connecticut",Connecticut,United States,R,R,TOR,Toronto,RF ,2021,2026,2022,6,"$150,000,000 "
"George Springer, 2023",61,George Springer,"New Britain, Connecticut",Connecticut,United States,R,R,TOR,Toronto,RF ,2021,2026,2023,6,"$150,000,000 "
"Zack Greinke, 2013",62,Zack Greinke,"Orlando, Florida",Florida,United States,R,R,LAD,Los Angeles,SP ,2013,2018,2013,6,"$147,000,000 "
"Zack Greinke, 2014",62,Zack Greinke,"Orlando, Florida",Florida,United States,R,R,LAD,Los Angeles,SP ,2013,2018,2014,6,"$147,000,000 "
"Zack Greinke, 2015",62,Zack Greinke,"Orlando, Florida",Florida,United States,R,R,LAD,Los Angeles,SP ,2013,2018,2015,6,"$147,000,000 "
"Zack Greinke, 2016",62,Zack Greinke,"Orlando, Florida",Florida,United States,R,R,LAD,Los Angeles,SP ,2013,2018,2016,6,"$147,000,000 "
"Zack Greinke, 2017",62,Zack Greinke,"Orlando, Florida",Florida,United States,R,R,LAD,Los Angeles,SP ,2013,2018,2017,6,"$147,000,000 "
"Zack Greinke, 2018",62,Zack Greinke,"Orlando, Florida",Florida,United States,R,R,LAD,Los Angeles,SP ,2013,2018,2018,6,"$147,000,000 "
"Chris Sale, 2020",63,Chris Sale,"Lakeland, Florida",Florida,United States,L,L,BOS,Boston,SP ,2020,2025,2020,5,"$145,000,000 "
"Chris Sale, 2021",63,Chris Sale,"Lakeland, Florida",Florida,United States,L,L,BOS,Boston,SP ,2020,2025,2021,5,"$145,000,000 "
"Chris Sale, 2022",63,Chris Sale,"Lakeland, Florida",Florida,United States,L,L,BOS,Boston,SP ,2020,2025,2022,5,"$145,000,000 "
"Chris Sale, 2023",63,Chris Sale,"Lakeland, Florida",Florida,United States,L,L,BOS,Boston,SP ,2020,2025,2023,5,"$145,000,000 "
"Mike Trout, 2015",64,Mike Trout,"Vineland, New Jersey",New Jersey,United States,R,R,LAA,"Anaheim, California",CF ,2015,2020,2015,6,"$144,500,000 "
