Combined Key,Rank,Name,CITY,STATE,COUNTRY,BAT,THROW,signed TEAM,TEAM LOCALE,Position,contract start,contract end,YEAR,contract length,total salary
"Todd Helton, 2006",67,Todd Helton,"Knoxville, Tennessee",Tennessee,United States,L,L,COL,Denver,1B,2003,2011,2006,9,"$141,500,000 "
"Todd Helton, 2007",67,Todd Helton,"Knoxville, Tennessee",Tennessee,United States,L,L,COL,Denver,1B,2003,2011,2007,9,"$141,500,000 "
"Todd Helton, 2008",67,Todd Helton,"Knoxville, Tennessee",Tennessee,United States,L,L,COL,Denver,1B,2003,2011,2008,9,"$141,500,000 "
"Todd Helton, 2009",67,Todd Helton,"Knoxville, Tennessee",Tennessee,United States,L,L,COL,Denver,1B,2003,2011,2009,9,"$141,500,000 "
"Todd Helton, 2010",67,Todd Helton,"Knoxville, Tennessee",Tennessee,United States,L,L,COL,Denver,1B,2003,2011,2010,9,"$141,500,000 "
"Todd Helton, 2011",67,Todd Helton,"Knoxville, Tennessee",Tennessee,United States,L,L,COL,Denver,1B,2003,2011,2011,9,"$141,500,000 "
"Jose Ramirez, 2022",68,Jose Ramirez,Baní,,Dominican Republic,S,R,CLE,Cleveland,3B ,2022,2028,2022,7,"$141,000,000 "
"Jose Ramirez, 2023",68,Jose Ramirez,Baní,,Dominican Republic,S,R,CLE,Cleveland,3B ,2022,2028,2023,7,"$141,000,000 "
"Javier Baez, 2022",69,Javier Baez,"Bayamón, Puerto Rico",,Puerto Rico,R,R,DET,Detroit,SS ,2022,2027,2022,6,"$140,000,000 "
"Javier Baez, 2023",69,Javier Baez,"Bayamón, Puerto Rico",,Puerto Rico,R,R,DET,Detroit,SS ,2022,2027,2023,6,"$140,000,000 "
"Patrick Corbin, 2019",69,Patrick Corbin,"Clay, New York",New York,United States,L,L,WSN,"Washington, D.C.",SP ,2019,2024,2019,6,"$140,000,000 "
"Patrick Corbin, 2020",69,Patrick Corbin,"Clay, New York",New York,United States,L,L,WSN,"Washington, D.C.",SP ,2019,2024,2020,6,"$140,000,000 "
"Patrick Corbin, 2021",69,Patrick Corbin,"Clay, New York",New York,United States,L,L,WSN,"Washington, D.C.",SP ,2019,2024,2021,6,"$140,000,000 "
"Patrick Corbin, 2022",69,Patrick Corbin,"Clay, New York",New York,United States,L,L,WSN,"Washington, D.C.",SP ,2019,2024,2022,6,"$140,000,000 "
"Patrick Corbin, 2023",69,Patrick Corbin,"Clay, New York",New York,United States,L,L,WSN,"Washington, D.C.",SP ,2019,2024,2023,6,"$140,000,000 "
"Trevor Story, 2022",69,Trevor Story,"Irving, Texas",Texas,United States,R,R,BOS,Boston,SS ,2022,2028,2022,6,"$140,000,000 "
"Trevor Story, 2023",69,Trevor Story,"Irving, Texas",Texas,United States,R,R,BOS,Boston,SS ,2022,2028,2023,6,"$140,000,000 "
"David Wright, 2013",72,David Wright,"Norfolk, Virginia",Virginia,United States,R,R,NYM,"Flushing, Queens",3B ,2013,2020,2013,8,"$138,000,000 "
"David Wright, 2014",72,David Wright,"Norfolk, Virginia",Virginia,United States,R,R,NYM,"Flushing, Queens",3B ,2013,2020,2014,8,"$138,000,000 "
"David Wright, 2015",72,David Wright,"Norfolk, Virginia",Virginia,United States,R,R,NYM,"Flushing, Queens",3B ,2013,2020,2015,8,"$138,000,000 "
"David Wright, 2016",72,David Wright,"Norfolk, Virginia",Virginia,United States,R,R,NYM,"Flushing, Queens",3B ,2013,2020,2016,8,"$138,000,000 "
"David Wright, 2017",72,David Wright,"Norfolk, Virginia",Virginia,United States,R,R,NYM,"Flushing, Queens",3B ,2013,2020,2017,8,"$138,000,000 "
"David Wright, 2018",72,David Wright,"Norfolk, Virginia",Virginia,United States,R,R,NYM,"Flushing, Queens",3B ,2013,2020,2018,8,"$138,000,000 "
"David Wright, 2019",72,David Wright,"Norfolk, Virginia",Virginia,United States,R,R,NYM,"Flushing, Queens",3B ,2013,2020,2019,8,"$138,000,000 "
"David Wright, 2020",72,David Wright,"Norfolk, Virginia",Virginia,United States,R,R,NYM,"Flushing, Queens",3B ,2013,2020,2020,8,"$138,000,000 "
"Jacob deGrom, 2019",73,Jacob deGrom,"DeLand, Florida",Florida,United States,R,R,NYM,"Flushing, Queens",SP ,2019,2023,2019,5,"$137,500,000 "
"Jacob deGrom, 2020",73,Jacob deGrom,"DeLand, Florida",Florida,United States,R,R,NYM,"Flushing, Queens",SP ,2019,2023,2020,5,"$137,500,000 "
"Jacob deGrom, 2021",73,Jacob deGrom,"DeLand, Florida",Florida,United States,R,R,NYM,"Flushing, Queens",SP ,2019,2023,2021,5,"$137,500,000 "
"Jacob deGrom, 2022",73,Jacob deGrom,"DeLand, Florida",Florida,United States,R,R,NYM,"Flushing, Queens",SP ,2019,2023,2022,5,"$137,500,000 "
"Jacob deGrom, 2023",73,Jacob deGrom,"DeLand, Florida",Florida,United States,R,R,NYM,"Flushing, Queens",SP ,2019,2023,2023,5,"$137,500,000 "
"Johan Santana, 2008",73,Johan Santana,"Tovar Municipality, Mérida",,Venezuela,L,L,NYM,"Flushing, Queens",SP ,2008,2013,2008,6,"$137,500,000 "
"Johan Santana, 2009",73,Johan Santana,"Tovar Municipality, Mérida",,Venezuela,L,L,NYM,"Flushing, Queens",SP ,2008,2013,2009,6,"$137,500,000 "
"Johan Santana, 2010",73,Johan Santana,"Tovar Municipality, Mérida",,Venezuela,L,L,NYM,"Flushing, Queens",SP ,2008,2013,2010,6,"$137,500,000 "
"Johan Santana, 2011",73,Johan Santana,"Tovar Municipality, Mérida",,Venezuela,L,L,NYM,"Flushing, Queens",SP ,2008,2013,2011,6,"$137,500,000 "
"Johan Santana, 2012",73,Johan Santana,"Tovar Municipality, Mérida",,Venezuela,L,L,NYM,"Flushing, Queens",SP ,2008,2013,2012,6,"$137,500,000 "
"Johan Santana, 2013",73,Johan Santana,"Tovar Municipality, Mérida",,Venezuela,L,L,NYM,"Flushing, Queens",SP ,2008,2013,2013,6,"$137,500,000 "
"Alfonso Soriano, 2007",75,Alfonso Soriano,San Pedro de Macorís,,Dominican Republic,R,R,CHC,Chicago,DH ,2007,2014,2007,8,"$136,000,000 "
"Alfonso Soriano, 2008",75,Alfonso Soriano,San Pedro de Macorís,,Dominican Republic,R,R,CHC,Chicago,DH ,2007,2014,2008,8,"$136,000,000 "
"Alfonso Soriano, 2009",75,Alfonso Soriano,San Pedro de Macorís,,Dominican Republic,R,R,CHC,Chicago,DH ,2007,2014,2009,8,"$136,000,000 "
"Alfonso Soriano, 2010",75,Alfonso Soriano,San Pedro de Macorís,,Dominican Republic,R,R,CHC,Chicago,DH ,2007,2014,2010,8,"$136,000,000 "
"Alfonso Soriano, 2011",75,Alfonso Soriano,San Pedro de Macorís,,Dominican Republic,R,R,CHC,Chicago,DH ,2007,2014,2011,8,"$136,000,000 "
"Alfonso Soriano, 2012",75,Alfonso Soriano,San Pedro de Macorís,,Dominican Republic,R,R,CHC,Chicago,DH ,2007,2014,2012,8,"$136,000,000 "
"Alfonso Soriano, 2013",75,Alfonso Soriano,San Pedro de Macorís,,Dominican Republic,R,R,CHC,Chicago,DH ,2007,2014,2013,8,"$136,000,000 "
"Alfonso Soriano, 2014",75,Alfonso Soriano,San Pedro de Macorís,,Dominican Republic,R,R,CHC,Chicago,DH ,2007,2014,2014,8,"$136,000,000 "
"Freddie Freeman, 2014",76,Freddie Freeman,"Villa Park, California",California,United States,L,R,ATL,Atlanta,1B ,2014,2021,2014,8,"$135,000,000 "
"Freddie Freeman, 2015",76,Freddie Freeman,"Villa Park, California",California,United States,L,R,ATL,Atlanta,2B ,2014,2021,2015,8,"$135,000,000 "
"Freddie Freeman, 2016",76,Freddie Freeman,"Villa Park, California",California,United States,L,R,ATL,Atlanta,3B ,2014,2021,2016,8,"$135,000,000 "
"Freddie Freeman, 2017",76,Freddie Freeman,"Villa Park, California",California,United States,L,R,ATL,Atlanta,1B,2014,2021,2017,8,"$135,000,000 "
"Freddie Freeman, 2018",76,Freddie Freeman,"Villa Park, California",California,United States,L,R,ATL,Atlanta,1B,2014,2021,2018,8,"$135,000,000 "
"Freddie Freeman, 2019",76,Freddie Freeman,"Villa Park, California",California,United States,L,R,ATL,Atlanta,1B,2014,2021,2019,8,"$135,000,000 "
"Freddie Freeman, 2020",76,Freddie Freeman,"Villa Park, California",California,United States,L,R,ATL,Atlanta,1B,2014,2021,2020,8,"$135,000,000 "
"Freddie Freeman, 2021",76,Freddie Freeman,"Villa Park, California",California,United States,L,R,ATL,Atlanta,1B,2014,2021,2021,8,"$135,000,000 "
"Justin Upton, 2016",77,Justin Upton,"Norfolk, Virginia",Virginia,United States,R,R,DET,Detroit,LF ,2016,2021,2016,6,"$132,750,000 "
"Justin Upton, 2017",77,Justin Upton,"Norfolk, Virginia",Virginia,United States,R,R,DET,Detroit,LF ,2016,2021,2017,6,"$132,750,000 "
"Justin Upton, 2018",77,Justin Upton,"Norfolk, Virginia",Virginia,United States,R,R,DET,Detroit,LF ,2016,2021,2018,6,"$132,750,000 "
"Justin Upton, 2019",77,Justin Upton,"Norfolk, Virginia",Virginia,United States,R,R,DET,Detroit,LF ,2016,2021,2019,6,"$132,750,000 "
"Justin Upton, 2020",77,Justin Upton,"Norfolk, Virginia",Virginia,United States,R,R,DET,Detroit,LF ,2016,2021,2020,6,"$132,750,000 "
"Justin Upton, 2021",77,Justin Upton,"Norfolk, Virginia",Virginia,United States,R,R,DET,Detroit,LF ,2016,2021,2021,6,"$132,750,000 "
"Jose Berrios, 2022",78,Jose Berrios,"Bayamón, Puerto Rico",,Puerto Rico,R,R,TOR,Toronto,SP ,2022,2028,2022,7,"$131,000,000 "
"Jose Berrios, 2023",78,Jose Berrios,"Bayamón, Puerto Rico",,Puerto Rico,R,R,TOR,Toronto,SP ,2022,2028,2023,7,"$131,000,000 "
"Johnny Cueto, 2016",79,Johnny Cueto,San Pedro de Macorís,,Dominican Republic,R,R,SFG,San Francisco,SP ,2016,2022,2016,6,"$130,000,000 "
"Johnny Cueto, 2017",79,Johnny Cueto,San Pedro de Macorís,,Dominican Republic,R,R,SFG,San Francisco,SP ,2016,2022,2017,6,"$130,000,000 "
"Johnny Cueto, 2018",79,Johnny Cueto,San Pedro de Macorís,,Dominican Republic,R,R,SFG,San Francisco,SP ,2016,2022,2018,6,"$130,000,000 "
"Johnny Cueto, 2019",79,Johnny Cueto,San Pedro de Macorís,,Dominican Republic,R,R,SFG,San Francisco,SP ,2016,2022,2019,6,"$130,000,000 "
"Johnny Cueto, 2020",79,Johnny Cueto,San Pedro de Macorís,,Dominican Republic,R,R,SFG,San Francisco,SP ,2016,2022,2020,6,"$130,000,000 "
"Johnny Cueto, 2021",79,Johnny Cueto,San Pedro de Macorís,,Dominican Republic,R,R,SFG,San Francisco,SP ,2016,2022,2021,6,"$130,000,000 "
"Johnny Cueto, 2022",79,Johnny Cueto,San Pedro de Macorís,,Dominican Republic,R,R,SFG,San Francisco,SP ,2016,2022,2022,6,"$130,000,000 "
"Max Scherzer, 2022",79,Max Scherzer,St. Louis,Missouri,United States,R,R,NYM,"Flushing, Queens",SP ,2022,2024,2022,3,"$130,000,000 "
"Max Scherzer, 2023",79,Max Scherzer,St. Louis,Missouri,United States,R,R,NYM,"Flushing, Queens",SP ,2022,2024,2023,3,"$130,000,000 "
"Paul Goldschmidt, 2020",79,Paul Goldschmidt,"Wilmington, Delaware",Delaware,United States,R,R,STL,St. Louis,1B ,2020,2024,2020,5,"$130,000,000 "
"Paul Goldschmidt, 2021",79,Paul Goldschmidt,"Wilmington, Delaware",Delaware,United States,R,R,STL,St. Louis,2B ,2020,2024,2021,5,"$130,000,000 "
"Paul Goldschmidt, 2022",79,Paul Goldschmidt,"Wilmington, Delaware",Delaware,United States,R,R,STL,St. Louis,3B ,2020,2024,2022,5,"$130,000,000 "
"Paul Goldschmidt, 2023",79,Paul Goldschmidt,"Wilmington, Delaware",Delaware,United States,R,R,STL,St. Louis,1B,2020,2024,2023,5,"$130,000,000 "
"Shin-Soo Choo, 2014",79,Shin-Soo Choo,Busan,,South Korea,L,L,TEX,"Arlington County, Virginia",DH ,2014,2020,2014,7,"$130,000,000 "
"Shin-Soo Choo, 2015",79,Shin-Soo Choo,Busan,,South Korea,L,L,TEX,"Arlington County, Virginia",DH ,2014,2020,2015,7,"$130,000,000 "
"Shin-Soo Choo, 2016",79,Shin-Soo Choo,Busan,,South Korea,L,L,TEX,"Arlington County, Virginia",DH ,2014,2020,2016,7,"$130,000,000 "
"Shin-Soo Choo, 2017",79,Shin-Soo Choo,Busan,,South Korea,L,L,TEX,"Arlington County, Virginia",DH ,2014,2020,2017,7,"$130,000,000 "
"Shin-Soo Choo, 2018",79,Shin-Soo Choo,Busan,,South Korea,L,L,TEX,"Arlington County, Virginia",DH ,2014,2020,2018,7,"$130,000,000 "
"Shin-Soo Choo, 2019",79,Shin-Soo Choo,Busan,,South Korea,L,L,TEX,"Arlington County, Virginia",DH ,2014,2020,2019,7,"$130,000,000 "
"Shin-Soo Choo, 2020",79,Shin-Soo Choo,Busan,,South Korea,L,L,TEX,"Arlington County, Virginia",DH ,2014,2020,2020,7,"$130,000,000 "
"Barry Zito, 2007",83,Barry Zito,Las Vegas,Nevada,United States,L,L,SFG,San Francisco,SP ,2007,2013,2007,7,"$126,000,000 "
"Barry Zito, 2008",83,Barry Zito,Las Vegas,Nevada,United States,L,L,SFG,San Francisco,SP ,2007,2013,2008,7,"$126,000,000 "
"Barry Zito, 2009",83,Barry Zito,Las Vegas,Nevada,United States,L,L,SFG,San Francisco,SP ,2007,2013,2009,7,"$126,000,000 "
"Barry Zito, 2010",83,Barry Zito,Las Vegas,Nevada,United States,L,L,SFG,San Francisco,SP ,2007,2013,2010,7,"$126,000,000 "
"Barry Zito, 2011",83,Barry Zito,Las Vegas,Nevada,United States,L,L,SFG,San Francisco,SP ,2007,2013,2011,7,"$126,000,000 "
"Barry Zito, 2012",83,Barry Zito,Las Vegas,Nevada,United States,L,L,SFG,San Francisco,SP ,2007,2013,2012,7,"$126,000,000 "
"Barry Zito, 2013",83,Barry Zito,Las Vegas,Nevada,United States,L,L,SFG,San Francisco,SP ,2007,2013,2013,7,"$126,000,000 "
"Jayson Werth, 2011",83,Jayson Werth,"Springfield, Illinois",Illinois,United States,R,R,WSN,"Washington, D.C.",LF ,2011,2017,2011,7,"$126,000,000 "
"Jayson Werth, 2012",83,Jayson Werth,"Springfield, Illinois",Illinois,United States,R,R,WSN,"Washington, D.C.",LF ,2011,2017,2012,7,"$126,000,000 "
"Jayson Werth, 2013",83,Jayson Werth,"Springfield, Illinois",Illinois,United States,R,R,WSN,"Washington, D.C.",LF ,2011,2017,2013,7,"$126,000,000 "
"Jayson Werth, 2014",83,Jayson Werth,"Springfield, Illinois",Illinois,United States,R,R,WSN,"Washington, D.C.",LF ,2011,2017,2014,7,"$126,000,000 "
"Jayson Werth, 2015",83,Jayson Werth,"Springfield, Illinois",Illinois,United States,R,R,WSN,"Washington, D.C.",LF ,2011,2017,2015,7,"$126,000,000 "
"Jayson Werth, 2016",83,Jayson Werth,"Springfield, Illinois",Illinois,United States,R,R,WSN,"Washington, D.C.",LF ,2011,2017,2016,7,"$126,000,000 "
"Jayson Werth, 2017",83,Jayson Werth,"Springfield, Illinois",Illinois,United States,R,R,WSN,"Washington, D.C.",LF ,2011,2017,2017,7,"$126,000,000 "
"Vernon Wells, 2008",83,Vernon Wells,"Shreveport, Louisiana",Louisiana,United States,R,R,TOR,Toronto,LF ,2008,2014,2008,7,"$126,000,000 "
"Vernon Wells, 2009",83,Vernon Wells,"Shreveport, Louisiana",Louisiana,United States,R,R,TOR,Toronto,LF ,2008,2014,2009,7,"$126,000,000 "
"Vernon Wells, 2010",83,Vernon Wells,"Shreveport, Louisiana",Louisiana,United States,R,R,TOR,Toronto,LF ,2008,2014,2010,7,"$126,000,000 "
"Vernon Wells, 2011",83,Vernon Wells,"Shreveport, Louisiana",Louisiana,United States,R,R,TOR,Toronto,LF ,2008,2014,2011,7,"$126,000,000 "
"Vernon Wells, 2012",83,Vernon Wells,"Shreveport, Louisiana",Louisiana,United States,R,R,TOR,Toronto,LF ,2008,2014,2012,7,"$126,000,000 "
"Vernon Wells, 2013",83,Vernon Wells,"Shreveport, Louisiana",Louisiana,United States,R,R,TOR,Toronto,LF ,2008,2014,2013,7,"$126,000,000 "
"Vernon Wells, 2014",83,Vernon Wells,"Shreveport, Louisiana",Louisiana,United States,R,R,TOR,Toronto,LF ,2008,2014,2014,7,"$126,000,000 "
"Yu Darvish, 2018",83,Yu Darvish,Habikino,,Japan,R,R,CHC,Chicago,SP ,2018,2023,2018,6,"$126,000,000 "
"Yu Darvish, 2019",83,Yu Darvish,Habikino,,Japan,R,R,CHC,Chicago,SP ,2018,2023,2019,6,"$126,000,000 "
"Yu Darvish, 2020",83,Yu Darvish,Habikino,,Japan,R,R,CHC,Chicago,SP ,2018,2023,2020,6,"$126,000,000 "
"Yu Darvish, 2021",83,Yu Darvish,Habikino,,Japan,R,R,CHC,Chicago,SP ,2018,2023,2021,6,"$126,000,000 "
"Yu Darvish, 2022",83,Yu Darvish,Habikino,,Japan,R,R,CHC,Chicago,SP ,2018,2023,2022,6,"$126,000,000 "
"Yu Darvish, 2023",83,Yu Darvish,Habikino,,Japan,R,R,CHC,Chicago,SP ,2018,2023,2023,6,"$126,000,000 "
"Ryan Howard, 2012",87,Ryan Howard,St. Louis,Missouri,United States,L,L,PHI,Philadelphia,1B ,2012,2016,2012,5,"$125,000,000 "
"Ryan Howard, 2013",87,Ryan Howard,St. Louis,Missouri,United States,L,L,PHI,Philadelphia,2B ,2012,2016,2013,5,"$125,000,000 "
"Ryan Howard, 2104",87,Ryan Howard,St. Louis,Missouri,United States,L,L,PHI,Philadelphia,3B ,2012,2016,2104,5,"$125,000,000 "
"Ryan Howard, 2015",87,Ryan Howard,St. Louis,Missouri,United States,L,L,PHI,Philadelphia,1B,2012,2016,2015,5,"$125,000,000 "
"Ryan Howard, 2016",87,Ryan Howard,St. Louis,Missouri,United States,L,L,PHI,Philadelphia,1B,2012,2016,2016,5,"$125,000,000 "
"CC Sabathia, 2012",88,CC Sabathia,"Vallejo, California",California,United States,L,L,NYY,The Bronx,SP ,2012,2017,2012,5,"$122,000,000 "
"CC Sabathia, 2013",88,CC Sabathia,"Vallejo, California",California,United States,L,L,NYY,The Bronx,SP ,2012,2017,2013,5,"$122,000,000 "
"CC Sabathia, 2014",88,CC Sabathia,"Vallejo, California",California,United States,L,L,NYY,The Bronx,SP ,2012,2017,2014,5,"$122,000,000 "
"CC Sabathia, 2015",88,CC Sabathia,"Vallejo, California",California,United States,L,L,NYY,The Bronx,SP ,2012,2017,2015,5,"$122,000,000 "
"CC Sabathia, 2016",88,CC Sabathia,"Vallejo, California",California,United States,L,L,NYY,The Bronx,SP ,2012,2017,2016,5,"$122,000,000 "
"CC Sabathia, 2017",88,CC Sabathia,"Vallejo, California",California,United States,L,L,NYY,The Bronx,SP ,2012,2017,2017,5,"$122,000,000 "
"Mike Hampton, 2001",89,Mike Hampton,"Brooksville, Florida",Florida,United States,R,L,COL,Denver,SP ,2001,2008,2001,8,"$121,000,000 "
"Mike Hampton, 2002",89,Mike Hampton,"Brooksville, Florida",Florida,United States,R,L,COL,Denver,SP ,2001,2008,2002,8,"$121,000,000 "
"Mike Hampton, 2003",89,Mike Hampton,"Brooksville, Florida",Florida,United States,R,L,COL,Denver,SP ,2001,2008,2003,8,"$121,000,000 "
"Mike Hampton, 2004",89,Mike Hampton,"Brooksville, Florida",Florida,United States,R,L,COL,Denver,SP ,2001,2008,2004,8,"$121,000,000 "
"Mike Hampton, 2005",89,Mike Hampton,"Brooksville, Florida",Florida,United States,R,L,COL,Denver,SP ,2001,2008,2005,8,"$121,000,000 "
"Mike Hampton, 2006",89,Mike Hampton,"Brooksville, Florida",Florida,United States,R,L,COL,Denver,SP ,2001,2008,2006,8,"$121,000,000 "
"Mike Hampton, 2007",89,Mike Hampton,"Brooksville, Florida",Florida,United States,R,L,COL,Denver,SP ,2001,2008,2007,8,"$121,000,000 "
"Mike Hampton, 2008",89,Mike Hampton,"Brooksville, Florida",Florida,United States,R,L,COL,Denver,SP ,2001,2008,2008,8,"$121,000,000 "
"Cliff Lee, 2011",90,Cliff Lee,"Benton, Arkansas",Arkansas,United States,L,L,PHI,Philadelphia,SP ,2011,2015,2011,5,"$120,000,000 "
"Cliff Lee, 2012",90,Cliff Lee,"Benton, Arkansas",Arkansas,United States,L,L,PHI,Philadelphia,SP ,2011,2015,2012,5,"$120,000,000 "
"Cliff Lee, 2013",90,Cliff Lee,"Benton, Arkansas",Arkansas,United States,L,L,PHI,Philadelphia,SP ,2011,2015,2013,5,"$120,000,000 "
"Cliff Lee, 2014",90,Cliff Lee,"Benton, Arkansas",Arkansas,United States,L,L,PHI,Philadelphia,SP ,2011,2015,2014,5,"$120,000,000 "
"Cliff Lee, 2015",90,Cliff Lee,"Benton, Arkansas",Arkansas,United States,L,L,PHI,Philadelphia,SP ,2011,2015,2015,5,"$120,000,000 "
"Elvis Andrus, 2015",90,Elvis Andrus,Maracay,,Venezuela,R,R,TEX,"Arlington County, Virginia",SS ,2015,2023,2015,8,"$120,000,000 "
"Elvis Andrus, 2016",90,Elvis Andrus,Maracay,,Venezuela,R,R,TEX,"Arlington County, Virginia",SS ,2015,2023,2016,8,"$120,000,000 "
"Elvis Andrus, 2017",90,Elvis Andrus,Maracay,,Venezuela,R,R,TEX,"Arlington County, Virginia",SS ,2015,2023,2017,8,"$120,000,000 "
"Elvis Andrus, 2018",90,Elvis Andrus,Maracay,,Venezuela,R,R,TEX,"Arlington County, Virginia",SS ,2015,2023,2018,8,"$120,000,000 "
"Elvis Andrus, 2019",90,Elvis Andrus,Maracay,,Venezuela,R,R,TEX,"Arlington County, Virginia",SS ,2015,2023,2019,8,"$120,000,000 "
"Elvis Andrus, 2020",90,Elvis Andrus,Maracay,,Venezuela,R,R,TEX,"Arlington County, Virginia",SS ,2015,2023,2020,8,"$120,000,000 "
"Elvis Andrus, 2021",90,Elvis Andrus,Maracay,,Venezuela,R,R,TEX,"Arlington County, Virginia",SS ,2015,2023,2021,8,"$120,000,000 "
"Elvis Andrus, 2022",90,Elvis Andrus,Maracay,,Venezuela,R,R,TEX,"Arlington County, Virginia",SS ,2015,2023,2022,8,"$120,000,000 "
"Elvis Andrus, 2023",90,Elvis Andrus,Maracay,,Venezuela,R,R,TEX,"Arlington County, Virginia",SS ,2015,2023,2023,8,"$120,000,000 "
"Jason Giambi, 2002",90,Jason Giambi,"West Covina, California",California,United States,L,R,NYY,The Bronx,DH ,2002,2008,2002,7,"$120,000,000 "
"Jason Giambi, 2003",90,Jason Giambi,"West Covina, California",California,United States,L,R,NYY,The Bronx,DH ,2002,2008,2003,7,"$120,000,000 "
"Jason Giambi, 2004",90,Jason Giambi,"West Covina, California",California,United States,L,R,NYY,The Bronx,DH ,2002,2008,2004,7,"$120,000,000 "
"Jason Giambi, 2005",90,Jason Giambi,"West Covina, California",California,United States,L,R,NYY,The Bronx,DH ,2002,2008,2005,7,"$120,000,000 "
"Jason Giambi, 2006",90,Jason Giambi,"West Covina, California",California,United States,L,R,NYY,The Bronx,DH ,2002,2008,2006,7,"$120,000,000 "
"Jason Giambi, 2007",90,Jason Giambi,"West Covina, California",California,United States,L,R,NYY,The Bronx,DH ,2002,2008,2007,7,"$120,000,000 "
"Jason Giambi, 2008",90,Jason Giambi,"West Covina, California",California,United States,L,R,NYY,The Bronx,DH ,2002,2008,2008,7,"$120,000,000 "
"Matt Holliday, 2010",90,Matt Holliday,"Stillwater, Oklahoma",Oklahoma,United States,R,R,STL,St. Louis,OF ,2010,2016,2010,7,"$120,000,000 "
"Matt Holliday, 2011",90,Matt Holliday,"Stillwater, Oklahoma",Oklahoma,United States,R,R,STL,St. Louis,OF ,2010,2016,2011,7,"$120,000,000 "
"Matt Holliday, 2012",90,Matt Holliday,"Stillwater, Oklahoma",Oklahoma,United States,R,R,STL,St. Louis,OF ,2010,2016,2012,7,"$120,000,000 "
"Matt Holliday, 2013",90,Matt Holliday,"Stillwater, Oklahoma",Oklahoma,United States,R,R,STL,St. Louis,OF ,2010,2016,2013,7,"$120,000,000 "
"Matt Holliday, 2014",90,Matt Holliday,"Stillwater, Oklahoma",Oklahoma,United States,R,R,STL,St. Louis,OF ,2010,2016,2014,7,"$120,000,000 "
"Matt Holliday, 2015",90,Matt Holliday,"Stillwater, Oklahoma",Oklahoma,United States,R,R,STL,St. Louis,OF ,2010,2016,2015,7,"$120,000,000 "
"Matt Holliday, 2016",90,Matt Holliday,"Stillwater, Oklahoma",Oklahoma,United States,R,R,STL,St. Louis,OF ,2010,2016,2016,7,"$120,000,000 "
"Xander Bogaerts, 2019",90,Xander Bogaerts,"Oranjestad, Aruba",,Aruba,R,R,BOS,Boston,SS ,2019,2026,2019,6,"$120,000,000 "
"Xander Bogaerts, 2020",90,Xander Bogaerts,"Oranjestad, Aruba",,Aruba,R,R,BOS,Boston,SS ,2019,2026,2020,6,"$120,000,000 "
"Xander Bogaerts, 2021",90,Xander Bogaerts,"Oranjestad, Aruba",,Aruba,R,R,BOS,Boston,SS ,2019,2026,2021,6,"$120,000,000 "
"Xander Bogaerts, 2022",90,Xander Bogaerts,"Oranjestad, Aruba",,Aruba,R,R,BOS,Boston,SS ,2019,2026,2022,6,"$120,000,000 "
"Xander Bogaerts, 2023",90,Xander Bogaerts,"Oranjestad, Aruba",,Aruba,R,R,BOS,Boston,SS ,2019,2026,2023,6,"$120,000,000 "
"Carlos Beltran, 2005",95,Carlos Beltran,"Manatí, Cuba",,Puerto Rico,S,R,NYM,"Flushing, Queens",DH ,2005,2011,2005,7,"$119,000,000 "
"Carlos Beltran, 2006",95,Carlos Beltran,"Manatí, Cuba",,Puerto Rico,S,R,NYM,"Flushing, Queens",DH ,2005,2011,2006,7,"$119,000,000 "
"Carlos Beltran, 2007",95,Carlos Beltran,"Manatí, Cuba",,Puerto Rico,S,R,NYM,"Flushing, Queens",DH ,2005,2011,2007,7,"$119,000,000 "
"Carlos Beltran, 2008",95,Carlos Beltran,"Manatí, Cuba",,Puerto Rico,S,R,NYM,"Flushing, Queens",DH ,2005,2011,2008,7,"$119,000,000 "
"Carlos Beltran, 2009",95,Carlos Beltran,"Manatí, Cuba",,Puerto Rico,S,R,NYM,"Flushing, Queens",DH ,2005,2011,2009,7,"$119,000,000 "
"Carlos Beltran, 2010",95,Carlos Beltran,"Manatí, Cuba",,Puerto Rico,S,R,NYM,"Flushing, Queens",DH ,2005,2011,2010,7,"$119,000,000 "
"Carlos Beltran, 2011",95,Carlos Beltran,"Manatí, Cuba",,Puerto Rico,S,R,NYM,"Flushing, Queens",DH ,2005,2011,2011,7,"$119,000,000 "
"Zack Wheeler, 2020",96,Zack Wheeler,"Smyrna, Tennessee",Georgia,United States,L,R,PHI,Philadelphia,SP ,2020,2024,2020,5,"$118,000,000 "
"Zack Wheeler, 2021",96,Zack Wheeler,"Smyrna, Tennessee",Georgia,United States,L,R,PHI,Philadelphia,SP ,2020,2024,2021,5,"$118,000,000 "
"Zack Wheeler, 2022",96,Zack Wheeler,"Smyrna, Tennessee",Georgia,United States,L,R,PHI,Philadelphia,SP ,2020,2024,2022,5,"$118,000,000 "
"Zack Wheeler, 2023",96,Zack Wheeler,"Smyrna, Tennessee",Georgia,United States,L,R,PHI,Philadelphia,SP ,2020,2024,2023,5,"$118,000,000 "
"Ken Griffey Jr., 2000",97,Ken Griffey Jr.,"Donora, Pennsylvania",Pennsylvania,United States,L,L,CIN,Cincinnati,RF ,2000,2008,2000,9,"$116,500,000 "
